tconst,p1,p2,p3,p4,p5,p6
tt0816442,0,0,0,0,0,0
tt2209418,0,0,0,0,0,0
tt1939659,0,0,0,0,0,0
tt2278871,0,0,0,0,0,0
tt2334873,0,0,0,0,0,0
tt1343092,0,0,0,0,0,0
tt1798709,0,0,0,0,0,0
tt1454468,0,0,0,0,0,0
tt2247476,0,0,0,0,0,0
tt2366608,0,0,0,0,0,0
tt2170667,0,0,0,0,0,0
tt2316801,0,0,0,0,0,0
tt1780798,0,0,0,0,0,0
tt1702014,0,0,0,0,0,0
tt0900387,0,0,0,0,0,0
tt1198156,0,0,0,0,0,0
tt1247690,0,0,0,0,0,0
tt2339741,0,0,0,0,0,0
tt2452254,0,0,0,0,0,0
tt2238050,0,0,0,0,0,0
tt2326554,0,0,0,0,0,0
tt2398231,0,0,0,0,0,0
tt2318092,0,0,0,0,0,0
tt1772264,0,0,0,0,0,0
tt1837709,0,0,0,0,0,0
tt2223990,0,0,0,0,0,0
tt2234003,0,0,0,0,0,0
tt1972779,0,0,0,0,0,0
tt1726592,0,0,0,0,0,0
tt0435651,0,0,0,0,0,0
tt1355630,0,0,0,0,0,0
tt2321549,0,0,0,0,0,0
tt2209764,0,0,0,0,0,0
tt1065073,0,0,0,0,0,0
tt0470752,0,0,0,0,0,0
tt2267998,0,0,0,0,0,0
tt4935372,0,0,0,0,0,0
tt1810683,0,0,0,0,0,0
tt2101383,0,0,0,0,0,0
tt2056771,0,0,0,0,0,0
tt1598642,0,0,0,0,0,0
tt0462335,0,0,0,0,0,0
tt1881002,0,0,0,0,0,0
tt1976009,0,0,0,0,0,0
tt1365050,0,0,0,0,0,0
tt2436386,0,0,0,0,0,0
tt2057392,0,0,0,0,0,0
tt2494362,0,0,0,0,0,0
tt2400463,0,0,0,0,0,0
tt2402927,0,0,0,0,0,0
tt2381111,0,0,0,0,0,0
tt2446980,0,0,0,0,0,0
tt1655441,0,0,0,0,0,0
tt1661199,0,0,0,0,0,0
tt1798684,0,0,0,0,0,0
tt2322441,0,0,0,0,0,0
tt5195412,0,0,0,0,0,0
tt5221584,0,0,0,0,0,0
tt1895315,0,0,0,0,0,0
tt5946128,0,0,0,0,0,0
tt5571734,0,0,0,0,0,0
tt5186714,0,0,0,0,0,0
tt5168192,0,0,0,0,0,0
tt4954522,0,0,0,0,0,0
tt2025690,0,0,0,0,0,0
tt0490215,0,0,0,0,0,0
tt4975722,0,0,0,0,0,0
tt1355644,0,0,0,0,0,0
tt5882970,0,0,0,0,0,0
tt2331047,0,0,0,0,0,0
tt6484982,0,0,0,0,0,0
tt5322012,0,0,0,0,0,0
tt0491203,0,0,0,0,0,0
tt2062700,0,0,0,0,0,0
tt6108090,0,0,0,0,0,0
tt5886440,0,0,0,0,0,0
tt5639354,0,0,0,0,0,0
tt5635086,0,0,0,0,0,0
tt5607714,0,0,0,0,0,0
tt6108178,0,0,0,0,0,0
tt5825380,0,0,0,0,0,0
tt6304046,0,0,0,0,0,0
tt4943322,0,0,0,0,0,0
tt6304162,0,0,0,0,0,0
tt5155780,0,0,0,0,0,0
tt5516328,0,0,0,0,0,0
tt5001718,0,0,0,0,0,0
tt5541240,0,0,0,0,0,0
tt0498381,0,0,0,0,0,0
tt2396589,0,0,0,0,0,0
tt2039338,0,0,0,0,0,0
tt6053438,0,0,0,0,0,0
tt1691916,0,0,0,0,0,0
tt5592248,0,0,0,0,0,0
tt6265828,0,0,0,0,0,0
tt5478478,0,0,0,0,0,0
tt5649144,0,0,0,0,0,0
tt1389072,0,0,0,0,0,0
tt5776858,0,0,0,0,0,0
tt5715874,0,0,0,0,0,0
tt5726616,0,0,0,0,0,0
tt5109784,0,0,0,0,0,0
tt8781414,0,71,0,0,0,0
tt7946422,0,0,0,0,0,0
tt7545524,0,0,0,0,0,0
tt6628102,0,0,0,0,0,0
tt7026672,0,0,0,0,0,0
tt6257174,0,0,0,0,0,0
tt0360556,0,0,0,0,0,0
tt8239946,0,0,0,0,0,0
tt6218358,0,0,0,0,0,0
tt5929754,0,0,0,0,0,0
tt6195094,0,0,0,0,0,0
tt6908274,0,0,0,0,0,0
tt5935704,0,0,0,0,0,0
tt4986098,0,0,0,0,0,0
tt1289403,0,0,0,0,0,0
tt7772580,0,0,0,0,0,0
tt5774450,0,0,0,0,0,0
tt5057140,0,0,0,0,0,0
tt7282468,0,0,0,0,0,0
tt7125860,0,0,0,0,0,0
tt8267604,0,0,0,0,0,0
tt6217306,0,0,0,0,0,0
tt8359848,0,0,0,0,0,0
tt7153766,0,0,0,0,0,0
tt5461944,0,0,0,0,0,0
tt6543652,0,0,0,0,0,0
tt6343314,0,0,0,0,0,0
tt9495224,0,0,0,0,0,0
tt7668870,0,0,0,0,0,0
tt6155172,0,0,0,0,0,0
tt7784604,0,0,0,0,0,0
tt1517451,0,0,0,0,0,0
tt1235187,0,0,0,0,0,0
tt6418778,0,0,0,0,0,0
tt8033592,0,0,0,0,0,0
tt8561086,0,0,0,0,0,0
tt4949112,0,0,0,0,0,0
tt7241926,0,0,0,0,0,0
tt7820846,0,0,0,0,0,0
tt6485304,0,0,0,0,0,0
tt7897102,0,0,0,0,0,0
tt5700182,0,0,0,0,0,0
tt6444140,0,0,0,0,0,0
tt8235296,0,0,0,0,0,0
tt6061074,0,0,0,0,0,0
tt1690967,0,0,0,0,0,0
tt7384848,0,0,0,0,0,0
tt8011276,0,0,0,0,0,0
tt8426854,0,0,0,0,0,0
tt7485508,0,0,0,0,0,0
tt5149490,0,0,0,0,0,0
tt6400166,0,0,0,0,0,0
tt6078866,0,0,0,0,0,0
tt7530986,0,0,0,0,0,0
tt8458202,0,0,0,0,0,0
tt6776106,0,0,0,0,0,0
tt6013156,0,0,0,0,0,0
tt5749596,0,0,0,0,0,0
tt8665634,0,0,0,0,0,0
tt7897348,0,0,0,0,0,0
tt6746304,0,0,0,0,0,0
tt6433832,0,0,0,0,0,0
tt10814854,0,96,0,0,0,0
tt5977276,0,0,0,0,0,100
tt8291806,0,0,0,0,0,89
tt4916630,0,0,0,0,0,42
tt7255568,0,0,0,0,0,0
tt9419834,0,0,0,0,0,0
tt7533152,0,0,0,0,0,0
tt4995776,0,0,0,0,0,0
tt8983202,0,0,0,0,0,0
tt2395469,0,0,0,0,0,0
tt6472976,0,0,0,0,0,0
tt6476140,0,0,0,0,0,0
tt7315484,0,0,0,0,0,0
tt5968394,0,0,0,0,0,0
tt6292852,0,0,0,0,0,0
tt7752126,0,0,0,0,0,0
tt6823368,0,0,0,0,0,0
tt6988116,0,0,0,0,0,0
tt5913798,0,0,0,0,0,0
tt6722030,0,0,0,0,0,0
tt9248972,0,0,0,0,0,0
tt5952594,0,0,0,0,0,0
tt5598292,0,0,0,0,0,0
tt0083866,99,0,0,0,0,0
tt0067992,0,0,0,0,0,0
tt0110527,0,0,0,0,0,0
tt0361696,0,0,0,0,0,0
tt0083722,0,0,0,0,0,0
tt0093075,0,0,0,0,0,0
tt0093629,0,0,0,0,0,0
tt0095925,0,0,0,0,0,0
tt0096071,0,0,0,0,0,0
tt0096794,0,0,0,0,0,0
tt0097981,0,0,0,0,0,0
tt0101917,0,0,0,0,0,0
tt0105128,0,0,0,0,0,0
tt0107254,0,0,0,0,0,0
tt0112682,0,0,0,0,0,0
tt0117894,0,0,0,0,0,0
tt0120524,0,0,0,0,0,0
tt0171363,0,0,0,0,0,0
tt0162661,0,0,0,0,0,0
tt0259711,0,0,0,0,0,0
tt0282209,0,0,0,0,0,0
tt0848557,0,0,0,0,0,0
tt1226681,0,0,0,0,0,0
tt1187064,0,0,0,0,0,0
tt1270761,0,0,0,0,0,0
tt1634121,0,0,0,0,0,0
tt1486185,0,0,0,0,0,0
tt2345567,0,0,0,0,0,0
tt1288558,0,0,0,0,0,0
tt2101569,0,0,0,0,0,0
tt4935334,0,0,0,0,0,0
tt5834760,0,0,0,0,0,0
tt1034415,0,0,0,0,0,0
tt9086228,0,0,0,0,0,73
tt10065694,39,0,0,0,0,0
tt6857112,41,89,0,0,100,93
tt1396484,67,0,0,0,0,0
tt0065143,0,0,0,0,0,0
tt0070917,0,0,0,0,0,0
tt0070047,0,0,0,0,0,0
tt0071222,0,0,0,0,0,0
tt0072271,0,0,0,0,0,0
tt0073747,0,0,0,0,0,0
tt0073705,0,0,0,0,0,0
tt0073582,0,0,0,0,0,0
tt0075005,0,0,0,0,0,0
tt0074285,0,0,0,0,0,0
tt0076590,0,0,0,0,0,0
tt0076009,0,0,0,0,0,0
tt0077681,0,0,0,0,0,0
tt0076786,0,0,0,0,0,0
tt0074486,0,0,0,0,0,0
tt0077713,0,0,0,0,0,0
tt0077394,0,0,0,0,0,0
tt0077745,0,0,0,0,0,0
tt0077402,0,0,0,0,0,0
tt0077651,0,0,0,0,0,0
tt0079714,0,0,0,0,0,0
tt0078748,0,0,0,0,0,0
tt0081383,0,0,0,0,0,0
tt0081318,0,0,0,0,0,0
tt0080923,0,0,0,0,0,0
tt0080516,0,0,0,0,0,0
tt0080749,0,0,0,0,0,0
tt0080761,0,0,0,0,0,0
tt0082118,0,0,0,0,0,0
tt0082782,0,0,0,0,0,0
tt0082377,0,0,0,0,0,0
tt0082307,0,0,0,0,0,0
tt0082533,0,0,0,0,0,0
tt0081455,0,0,0,0,0,0
tt0082418,0,0,0,0,0,0
tt0082495,0,0,0,0,0,0
tt0083907,0,0,0,0,0,0
tt0084777,0,0,0,0,0,0
tt0085636,0,0,0,0,0,0
tt0083972,0,0,0,0,0,0
tt0084516,0,0,0,0,0,0
tt0084787,0,0,0,0,0,0
tt0086320,0,0,0,0,0,0
tt0086491,0,0,0,0,0,0
tt0085382,0,0,0,0,0,0
tt0085333,0,0,0,0,0,0
tt0086541,0,0,0,0,0,0
tt0087298,0,0,0,0,0,0
tt0087050,0,0,0,0,0,0
tt0087800,0,0,0,0,0,0
tt0089013,0,0,0,0,0,0
tt0087909,0,0,0,0,0,0
tt0090021,0,0,0,0,0,0
tt0089173,0,0,0,0,0,0
tt0089175,0,0,0,0,0,0
tt0089686,0,0,0,0,0,0
tt0088993,0,0,0,0,0,0
tt0090655,0,0,0,0,0,0
tt0091083,0,0,0,0,0,0
tt0091778,0,0,0,0,0,0
tt0091080,0,0,0,0,0,0
tt0093677,0,0,0,0,0,0
tt0093777,0,0,0,0,0,0
tt0092563,0,0,0,0,0,0
tt0093177,0,0,0,0,0,0
tt0095889,0,0,0,0,0,0
tt0094761,0,0,0,0,0,0
tt0095179,0,0,0,0,0,0
tt0095294,0,0,0,0,0,0
tt0095271,0,0,0,0,0,0
tt0095742,0,0,0,0,0,0
tt0094862,0,0,0,0,0,0
tt0096251,0,0,0,0,0,0
tt0097368,0,0,0,0,0,0
tt0097474,0,0,0,0,0,0
tt0097162,0,0,0,0,0,0
tt0098084,0,0,0,0,0,0
tt0099994,0,0,0,0,0,0
tt0100258,0,0,0,0,0,0
tt0099253,0,0,0,0,0,0
tt0103956,0,0,0,0,0,0
tt0103874,0,0,0,0,0,76
tt0105428,0,0,0,0,0,0
tt0104409,0,0,0,0,0,0
tt0104692,0,0,0,0,0,0
tt0103919,0,0,0,0,0,0
tt0107953,0,0,0,0,0,0
tt0106664,0,0,0,0,0,0
tt0106452,0,0,0,0,0,0
tt0104029,0,0,0,0,0,0
tt0113690,0,0,0,0,0,0
tt0114367,0,0,0,0,0,0
tt0114852,0,0,0,0,0,0
tt0113253,0,0,0,0,0,0
tt0116514,0,0,0,0,0,0
tt0116654,0,0,0,0,0,0
tt0117883,0,0,0,0,0,0
tt0117571,0,0,0,0,0,0
tt0120004,0,0,0,0,0,0
tt0119675,0,0,0,0,0,0
tt0119345,0,0,0,0,0,0
tt0119081,0,0,0,0,0,0
tt0120082,0,0,0,0,0,0
tt0119891,0,0,0,0,0,0
tt0134619,0,0,0,0,0,0
tt0155975,0,0,0,0,0,0
tt0146336,0,0,0,0,0,0
tt0178868,0,0,0,0,0,0
tt0120694,0,0,0,0,0,0
tt0130018,0,0,0,0,0,0
tt0133751,0,0,0,0,0,0
tt0144814,0,0,0,0,0,0
tt0185371,0,0,0,0,0,0
tt0145531,0,0,0,0,0,0
tt0164181,0,0,0,0,0,0
tt0120907,0,0,0,0,0,0
tt0185937,0,0,0,0,0,0
tt0286751,0,0,0,0,0,0
tt0242998,0,0,0,0,0,0
tt0261983,0,0,0,0,0,0
tt0245674,0,0,0,0,0,0
tt0230600,0,0,0,0,0,0
tt0273517,0,0,0,0,0,0
tt0325655,0,0,0,0,0,0
tt0220506,0,0,0,0,0,0
tt0364385,0,0,0,0,0,0
tt0303816,0,0,0,0,0,0
tt0288477,0,0,0,0,0,0
tt0298130,0,0,0,0,0,0
tt0366292,0,0,0,0,0,0
tt0304711,0,0,0,0,0,0
tt0301470,0,0,0,0,0,0
tt0338095,0,0,0,0,0,0
tt0251736,0,0,0,0,0,0
tt0348836,0,0,0,0,0,0
tt0295700,0,0,0,0,0,0
tt0324216,0,0,0,0,0,0
tt0309593,0,0,0,0,0,0
tt0420251,0,0,0,0,0,0
tt0381966,0,0,0,0,0,0
tt0204313,0,0,0,0,0,0
tt0440803,0,0,0,0,0,0
tt0391198,0,0,0,0,0,0
tt0387564,0,0,0,0,0,0
tt0422272,0,0,0,0,0,0
tt0432291,0,0,0,0,0,0
tt0416315,0,0,0,0,0,0
tt0377109,0,0,0,0,0,0
tt0418819,0,0,0,0,0,0
tt0395584,0,0,0,0,0,0
tt0384806,0,0,0,0,0,0
tt0397065,0,0,0,0,0,0
tt0450278,0,0,0,0,0,0
tt0432348,0,0,0,0,0,0
tt0808276,0,0,0,0,0,0
tt2131532,0,0,0,0,0,0
tt0454082,0,0,0,0,0,0
tt0454919,0,0,0,0,0,0
tt0490076,0,0,0,0,0,0
tt0455857,0,0,0,0,0,0
tt0414982,0,0,0,0,0,0
tt0489270,0,0,0,0,0,0
tt0384537,0,0,0,0,0,0
tt1010271,0,0,0,0,0,0
tt0780607,0,0,0,0,0,0
tt0814685,0,0,0,0,0,0
tt0856288,0,0,0,0,0,0
tt0425430,0,0,0,0,0,0
tt0444682,0,0,0,0,0,0
tt0480669,0,0,0,0,0,0
tt0800069,0,0,0,0,0,0
tt0455760,0,0,0,0,0,0
tt0498353,0,0,0,0,0,0
tt0452702,0,0,0,0,0,0
tt0373883,0,0,0,0,0,0
tt0890870,0,0,0,0,0,0
tt1179904,0,0,0,0,0,0
tt0884328,0,0,0,0,0,0
tt1172571,0,0,0,0,0,0
tt0896534,0,0,0,0,0,0
tt0963194,0,0,0,0,0,0
tt0479968,0,0,0,0,0,0
tt0482599,0,0,0,0,0,0
tt1031280,0,0,0,0,0,0
tt0926129,0,0,0,0,0,0
tt0805570,0,0,0,0,0,0
tt1082868,0,0,0,0,0,0
tt0963794,0,0,0,0,0,0
tt1020530,0,0,0,0,0,0
tt1029234,0,0,0,0,0,0
tt0790686,0,0,0,0,0,0
tt1132626,0,0,0,0,0,0
tt0482606,0,0,0,0,0,0
tt1060277,0,0,0,0,0,0
tt0951335,0,0,0,0,0,0
tt1053859,0,0,0,0,0,0
tt1232783,0,0,0,0,0,0
tt1316536,0,0,0,0,0,0
tt1172994,0,0,0,0,0,0
tt1311067,0,0,0,0,0,0
tt1179891,0,0,0,0,0,0
tt0844479,0,0,0,0,0,0
tt1467304,0,0,0,0,0,0
tt0795351,0,0,0,0,0,0
tt0844708,0,0,0,0,0,0
tt1144884,0,0,0,0,0,0
tt0758746,0,0,0,0,0,0
tt1233227,0,0,0,0,0,0
tt1127180,0,0,0,0,0,0
tt1148204,0,0,0,0,0,0
tt1341710,0,0,0,0,0,0
tt0872230,0,0,0,0,0,0
tt1316037,0,0,0,0,0,0
tt1452628,0,0,0,0,0,0
tt1512685,0,0,0,0,0,0
tt1179069,0,0,0,0,0,0
tt1369706,0,0,0,0,0,0
tt1320244,0,0,0,0,0,0
tt1273235,0,0,0,0,0,0
tt1242432,0,0,0,0,0,0
tt1477076,0,0,0,0,0,0
tt1536044,0,0,0,0,0,0
tt0455407,0,0,0,0,0,0
tt1314655,0,0,0,0,0,0
tt1591095,0,0,0,0,0,0
tt1699231,0,0,0,0,0,0
tt1735485,0,0,0,0,0,0
tt1714208,0,0,0,0,0,0
tt1633356,0,0,0,0,0,0
tt1530509,0,0,0,0,0,0
tt1703199,0,0,0,0,0,0
tt1772240,0,0,0,0,0,0
tt1687901,0,0,0,0,0,0
tt1853739,0,0,0,0,0,0
tt1778304,0,0,0,0,0,0
tt1622979,0,0,0,0,0,0
tt0905372,0,0,0,0,0,0
tt1262416,0,0,0,0,0,0
tt1259521,0,0,0,0,0,0
tt1763264,0,0,0,0,0,0
tt1433822,0,0,0,0,0,0
tt2231554,0,0,0,0,0,0
tt1603257,0,0,0,0,0,0
tt2040560,0,0,0,0,0,0
tt1713476,0,0,0,0,0,0
tt1731697,0,0,0,0,0,0
tt2103217,0,0,0,0,0,0
tt1560985,0,0,0,0,0,0
tt1999995,0,0,0,0,0,0
tt1748227,0,0,0,0,0,0
tt2105044,0,0,0,0,0,0
tt0431021,0,0,0,0,0,0
tt0938330,0,0,0,0,0,0
tt2109184,0,0,0,0,0,0
tt1991245,0,0,0,0,0,0
tt1922777,0,0,0,0,0,0
tt2034139,0,0,0,0,0,0
tt2383068,0,0,0,0,0,0
tt2309961,0,0,0,0,0,0
tt1905040,0,0,0,0,0,0
tt2071550,0,0,0,0,0,0
tt2230358,0,0,0,0,0,0
tt2450186,0,0,0,0,0,0
tt1572315,0,0,0,0,0,0
tt2387433,0,0,0,0,0,0
tt2388715,0,0,0,0,0,0
tt2226417,0,0,0,0,0,0
tt2023587,0,0,0,0,0,0
tt2184339,0,0,0,0,0,0
tt1457767,0,0,0,0,0,0
tt1975159,0,0,0,0,0,0
tt2235779,0,0,0,0,0,0
tt2300975,0,0,0,0,0,0
tt2428170,0,0,0,0,0,0
tt2473682,0,0,0,0,0,0
tt1204977,0,0,0,0,0,0
tt2377322,0,0,0,0,0,0
tt2124787,0,0,0,0,0,0
tt2474976,0,0,0,0,0,0
tt1524575,0,0,0,0,0,0
tt2309260,0,0,0,0,0,0
tt2473510,0,0,0,0,0,0
tt1029360,0,0,0,0,0,0
tt1878841,0,0,0,0,0,0
tt1183374,0,0,0,0,0,0
tt1540011,0,0,0,0,0,0
tt5215952,0,0,0,0,0,0
tt1082807,0,0,0,0,0,0
tt1974419,0,0,0,0,0,0
tt5022702,0,0,0,0,0,0
tt4972582,0,0,0,0,0,0
tt5862312,0,0,0,0,0,0
tt5638642,0,0,0,0,0,0
tt5308322,0,0,0,0,0,0
tt5140878,0,0,0,0,0,0
tt5442430,0,0,0,0,0,0
tt2316204,0,0,0,0,0,0
tt5052448,0,0,0,0,0,0
tt5734576,0,0,0,0,0,0
tt8361028,0,0,0,0,0,0
tt5690360,0,0,0,0,0,0
tt1285009,0,0,0,0,0,0
tt7608028,0,0,0,0,0,0
tt6772950,0,0,0,0,0,0
tt5726086,0,0,0,0,0,0
tt5814060,0,0,0,0,0,0
tt1502407,0,0,0,0,0,0
tt7895904,0,0,0,0,0,0
tt7091300,0,0,0,0,0,0
tt8707374,0,0,0,0,0,0
tt8634348,0,0,0,0,0,0
tt6053472,0,0,0,0,0,0
tt6090044,0,0,0,0,0,0
tt10039344,0,0,0,0,0,40
tt5294518,0,0,0,0,0,0
tt7958736,0,0,0,0,0,0
tt4913966,0,0,0,0,0,0
tt8663516,0,0,0,0,0,0
tt8350360,0,0,0,0,0,0
tt7043012,0,0,0,0,0,0
tt0837563,0,0,0,0,0,0
tt6198946,0,0,0,0,0,0
tt6535880,0,0,0,0,0,0
tt8134742,0,0,0,0,0,0
tt2172935,0,0,0,0,0,0
tt2039345,0,0,0,0,0,0
tt0077631,0,0,0,0,0,0
tt0073802,0,0,0,0,0,0
tt0080661,0,0,0,0,0,0
tt0082085,0,0,0,0,0,0
tt0096163,0,0,0,0,0,0
tt0100404,0,0,0,0,0,0
tt0109456,0,0,0,0,0,0
tt0116922,0,0,0,0,0,0
tt0118929,0,0,0,0,0,0
tt0139809,0,0,0,0,0,0
tt0134273,0,0,0,0,0,0
tt0142688,0,0,0,0,0,0
tt0284978,0,0,0,0,0,0
tt0199626,0,0,0,0,0,0
tt0309698,0,0,0,0,0,0
tt1016301,0,0,0,0,0,0
tt1231277,0,0,0,0,0,0
tt1119191,0,0,0,0,0,0
tt0381940,0,0,0,0,0,0
tt1220198,0,0,0,0,0,0
tt1258197,0,0,0,0,0,0
tt0808151,0,0,0,0,0,0
tt1130884,0,0,0,0,0,0
tt1650062,0,0,0,0,0,0
tt1937149,0,0,0,0,0,0
tt1821480,0,0,0,0,0,0
tt2414766,0,0,0,0,0,0
tt1654523,0,0,0,0,0,0
tt2316411,0,0,0,0,0,0
tt1850397,0,0,0,0,0,0
tt1464763,0,0,0,0,0,0
tt8733898,0,0,0,0,0,0
tt0088172,0,0,0,0,0,0
tt0291579,0,0,0,0,0,0
tt1385826,0,0,0,0,0,0
tt1894476,0,0,0,0,0,0
tt1976000,0,0,0,0,0,0
tt8954732,0,0,0,0,0,0
tt7705790,0,0,0,0,0,0
tt7231572,0,0,0,0,0,0
tt0066769,0,0,0,0,0,0
tt0086567,0,0,0,0,0,0
tt0115571,0,0,0,0,0,0
tt0427392,0,0,0,0,0,0
tt0448134,0,0,0,0,0,0
tt1219289,0,0,0,0,0,0
tt0090095,0,0,0,0,0,0
tt0100318,0,0,0,0,0,0
tt0110631,0,0,0,0,0,0
tt1028528,0,0,0,0,0,0
tt7149916,0,0,0,0,0,0
tt0075029,0,0,0,0,0,0
tt3794354,85,0,0,0,0,6
tt3864056,83,0,0,0,0,0
tt4777008,74,0,0,0,24,28
tt4364194,43,0,0,0,90,0
tt3612126,0,0,0,0,20,21
tt4682266,0,0,0,0,0,14
tt4648786,0,0,0,0,0,74
tt9465600,97,0,0,0,0,0
tt3501632,0,81,0,0,0,91
tt4199898,0,88,0,0,0,0
tt2527338,7,7,1,1,0,2
